weight,max_accel_g,max_airspeed,id
12156 kg,1.01,497.6,43523
13447 kg,1.06,482.4,43527
16337 kg,1.27,591.2,43528
15275 kg,2.27,452.0,43532
15160 kg,0.5,560.8,43533
11500 kg,1.74,465.6,43542
14805 kg,--,561.6,43543
13185 kg,2.98,610.4,43548
16308 kg,1.53,609.6,43566
13328 kg,0.5,502.4,43569
19374 kg,2.1,504.0,43575
19448 kg,2.17,556.0,43600
13314 kg,--,510.4,43607
19154 kg,1.99,494.4,43611
16873 kg,2.91,592.8,43623
13153 kg,0.83,625.6,43624
12619 kg,0.85,467.2,43637
17051 kg,1.45,617.6,43640
16770 kg,0.53,487.2,43641
20292 kg,2.31,515.2,43647
16761 kg,2.12,546.4,43648
12402 kg,--,564.8,43654
16533 kg,2.13,551.2,43660
14724 kg,1.33,592.8,43665
18624 kg,1.01,484.8,43666
13877 kg,1.76,456.0,43683
15805 kg,1.58,471.2,43684
18883 kg,1.95,453.6,43691
15247 kg,2.45,484.8,43708
20227 kg,1.45,638.4,43712
15458 kg,1.91,579.2,43716
18772 kg,--,425.6,43721
13856 kg,1.85,549.6,43724
13459 kg,2.22,460.8,43727
17750 kg,0.41,557.6,43744
20089 kg,1.73,593.6,43746
14108 kg,2.52,493.6,43750
12414 kg,0.93,612.8,43751
15028 kg,--,444.8,43752
20199 kg,--,442.4,43754
13354 kg,2.03,449.6,43758
12272 kg,2.35,563.2,43760
18626 kg,--,466.4,43766
18532 kg,1.14,447.2,43771
14966 kg,2.58,484.0,43773
13065 kg,1.01,540.0,43789
15296 kg,2.73,417.6,43796
15195 kg,2.36,491.2,43797
17577 kg,0.44,580.0,43804
20256 kg,0.73,459.2,43822
17985 kg,2.2,469.6,43823
15237 kg,1.61,404.0,43829
14717 kg,2.35,452.8,43830
16982 kg,0.59,410.4,43832
14373 kg,2.68,478.4,43836
20350 kg,2.89,584.0,43838
14322 kg,0.65,632.8,43848
17026 kg,0.72,561.6,43849
13374 kg,0.89,410.4,43854
18098 kg,2.38,520.8,43873
16713 kg,1.41,600.8,43883
16469 kg,--,505.6,43899
16096 kg,2.57,564.0,43902
16066 kg,2.87,600.0,43915
20129 kg,2.67,466.4,43921
17086 kg,1.95,528.8,43922
11801 kg,--,597.6,43924
14868 kg,2.16,472.0,43932
16502 kg,2.9,480.0,43933
20115 kg,2.07,571.2,43942
11357 kg,1.16,412.8,43947
14603 kg,1.33,546.4,43949
15651 kg,1.17,548.8,43956
13960 kg,0.45,438.4,43959
20344 kg,0.87,504.0,43960
12420 kg,2.24,591.2,43962
11677 kg,2.5,502.4,43964
17764 kg,--,492.0,43965
18829 kg,0.74,519.2,43968
15231 kg,2.62,504.8,43974
15203 kg,0.82,511.2,43975
18358 kg,2.87,428.8,43983
15661 kg,2.54,490.4,43985
11984 kg,1.57,436.8,43990
16401 kg,--,421.6,43991
14959 kg,2.19,554.4,44001
13797 kg,1.03,590.4,44005
16846 kg,2.3,494.4,44006
12858 kg,1.01,632.8,44017
20399 kg,2.97,549.6,44030
11482 kg,2.67,516.0,44038
17877 kg,0.57,448.0,44041
20187 kg,0.7,481.6,44046
18159 kg,2.17,437.6,44048
12599 kg,0.63,587.2,44055
15719 kg,1.73,449.6,44058
14090 kg,--,500.8,44062
15918 kg,1.95,464.8,44063
11429 kg,2.46,576.8,44068
20217 kg,0.41,543.2,44073
17730 kg,--,617.6,44083
14667 kg,2.46,519.2,44090
12792 kg,1.98,438.4,44092
19493 kg,2.24,551.2,44099
14620 kg,1.4,561.6,44101
18363 kg,0.45,456.0,44104
13562 kg,1.22,553.6,44105
13582 kg,0.52,511.2,44108
17828 kg,2.84,481.6,44116
14751 kg,--,449.6,44120
14078 kg,2.47,504.8,44124
17646 kg,0.64,629.6,44125
13563 kg,2.86,440.8,44127
11401 kg,0.51,448.8,44129
13192 kg,1.18,419.2,44136
13647 kg,2.65,504.8,44139
19753 kg,0.95,480.8,44145
14765 kg,1.47,532.0,44147
12380 kg,0.64,537.6,44155
20017 kg,--,445.6,44156
11377 kg,1.98,456.0,44160
18349 kg,0.59,609.6,44166
17327 kg,2.6,461.6,44167
17239 kg,0.59,625.6,44168
16663 kg,--,588.0,44169
12521 kg,0.67,465.6,44173
12239 kg,1.18,624.0,44178
18580 kg,0.75,552.8,44181
19595 kg,2.12,404.0,44188
18408 kg,0.96,410.4,44192
15549 kg,--,568.8,44193
11739 kg,0.45,582.4,44197
17177 kg,0.4,570.4,44206
12520 kg,0.98,520.0,44211
19372 kg,0.95,625.6,44214
15436 kg,--,556.0,44216
20078 kg,1.91,633.6,44217
11688 kg,1.52,627.2,44223
14858 kg,--,503.2,44224
18003 kg,1.93,439.2,44226
12281 kg,1.3,561.6,44228
11808 kg,2.64,553.6,44230
19549 kg,0.61,492.8,44240
17233 kg,--,504.0,44244
15635 kg,2.98,614.4,44246
12765 kg,1.4,625.6,44250
14069 kg,--,412.8,44273
12563 kg,2.0,424.8,44276
18406 kg,0.6,562.4,44285
15854 kg,1.23,545.6,44286
14319 kg,0.79,492.8,44297
14072 kg,--,443.2,44311
19317 kg,--,534.4,44318
14490 kg,2.07,595.2,44319
11894 kg,1.87,575.2,44330
15053 kg,1.23,568.0,44332
16170 kg,1.07,528.8,44334
12847 kg,--,520.0,44336
12336 kg,1.33,603.2,44343
16879 kg,1.0,640.0,44349
13345 kg,0.95,526.4,44350
15982 kg,1.46,574.4,44361
14390 kg,1.27,633.6,44367
17937 kg,1.15,444.0,44379
15947 kg,2.13,552.8,44385
12019 kg,2.09,542.4,44404
11528 kg,2.75,590.4,44410
15999 kg,2.64,620.0,44412
17710 kg,0.51,456.0,44417
18032 kg,1.73,441.6,44437
14823 kg,1.14,529.6,44447
14052 kg,2.59,545.6,44450
12387 kg,2.76,622.4,44463
12636 kg,1.52,485.6,44470
19942 kg,0.64,627.2,44471
15084 kg,2.69,512.0,44475
19284 kg,--,539.2,44479
12810 kg,0.72,437.6,44492
12103 kg,2.1,485.6,44500
18136 kg,1.39,567.2,44504
15584 kg,0.61,481.6,44506
11536 kg,1.12,556.8,44513
11436 kg,2.95,579.2,44517
20048 kg,0.87,428.8,44532
15125 kg,2.31,561.6,44534
19131 kg,1.0,498.4,44537
16807 kg,1.93,602.4,44540
20017 kg,2.75,572.0,44567
13422 kg,2.53,628.0,44568
20032 kg,2.42,472.8,44569
15975 kg,--,492.8,44578
19922 kg,2.67,491.2,44596
17674 kg,1.26,530.4,44597
14262 kg,1.67,473.6,44603
13136 kg,1.71,591.2,44609
14057 kg,1.35,556.0,44613
19167 kg,1.58,436.8,44616
19028 kg,0.84,420.0,44619
14275 kg,2.2,496.8,44621
16648 kg,1.0,532.8,44622
17621 kg,0.58,543.2,44634
12403 kg,1.23,504.0,44635
16060 kg,0.65,561.6,44644
18042 kg,0.45,588.0,44651
13775 kg,2.36,420.0,44652
14167 kg,2.12,556.8,44655
13340 kg,--,444.8,44658
11345 kg,2.91,574.4,44663
18569 kg,0.47,618.4,44671
11853 kg,1.88,440.8,44679
11856 kg,2.78,430.4,44680
11435 kg,1.63,568.0,44682
18771 kg,0.57,524.0,44691
12103 kg,2.29,400.8,44696
14725 kg,1.03,482.4,44697
16691 kg,1.17,575.2,44698
18391 kg,2.36,453.6,44703
13704 kg,2.65,590.4,44709
20259 kg,1.3,432.0,44714
17833 kg,0.76,432.0,44715
13168 kg,2.43,408.8,44716
12090 kg,1.23,563.2,44726
13687 kg,2.26,586.4,44728
13978 kg,0.71,413.6,44737
19128 kg,1.13,502.4,44751
18944 kg,1.61,486.4,44771
12229 kg,1.04,563.2,44780
16116 kg,1.47,427.2,44782
17226 kg,0.71,580.8,44784
15081 kg,--,460.0,44788
15073 kg,0.56,444.8,44800
11743 kg,2.82,489.6,44802
12856 kg,2.23,408.8,44803
17209 kg,0.61,407.2,44813
16666 kg,2.4,462.4,44814
17483 kg,1.29,461.6,44815
14599 kg,--,620.8,44816
14805 kg,1.49,544.0,44831
18094 kg,2.09,548.0,44839
19896 kg,0.79,476.0,44853
17571 kg,2.24,492.0,44857
12523 kg,2.72,520.0,44859
12127 kg,0.73,516.8,44860
16440 kg,0.62,500.8,44862
19718 kg,2.16,538.4,44874
13985 kg,1.69,499.2,44875
15622 kg,--,631.2,44876
15759 kg,1.03,462.4,44882
17921 kg,2.01,479.2,44884
14456 kg,2.61,533.6,44887
18619 kg,1.37,403.2,44891
15428 kg,0.65,531.2,44900
19820 kg,1.33,544.8,44903
14101 kg,1.19,592.0,44912
17553 kg,2.68,450.4,44913
12892 kg,1.33,481.6,44918
12139 kg,1.9,576.8,44920
13929 kg,1.16,612.8,44922
14043 kg,2.73,544.8,44928
16070 kg,1.96,426.4,44929
18483 kg,1.11,509.6,44938
17080 kg,1.06,483.2,44940
17630 kg,0.99,424.0,44944
14381 kg,2.44,524.8,44951
18020 kg,2.02,462.4,44961
19662 kg,1.19,616.0,44970
16088 kg,1.24,634.4,44972
19874 kg,2.4,444.0,44976
17362 kg,1.1,452.0,44980
19642 kg,0.65,438.4,44983
12414 kg,1.01,524.8,44989
12502 kg,2.95,573.6,45001
20369 kg,1.39,527.2,45007
13832 kg,--,444.8,45013
14990 kg,1.36,464.0,45016
13889 kg,2.61,588.8,45021
13744 kg,1.39,419.2,45024
16271 kg,--,621.6,45025
15884 kg,0.62,563.2,45031
18835 kg,2.61,500.8,45039
17466 kg,--,432.0,45043
17136 kg,2.91,612.0,45048
15734 kg,2.55,574.4,45050
12759 kg,2.68,413.6,45053
11643 kg,1.84,497.6,45055
14412 kg,2.31,622.4,45058
11450 kg,0.54,472.0,45059
16324 kg,1.53,520.0,45071
15456 kg,2.35,551.2,45075
18348 kg,0.56,580.8,45078
17735 kg,2.23,532.8,45091
19312 kg,2.55,497.6,45094
13414 kg,1.94,578.4,45096
11372 kg,1.73,565.6,45104
19227 kg,1.25,638.4,45112
16600 kg,0.97,556.8,45123
15636 kg,0.94,607.2,45131
12956 kg,1.43,536.0,45135
15409 kg,2.26,526.4,45147
17296 kg,--,472.8,45167
14601 kg,0.75,458.4,45170
11398 kg,--,617.6,45172
20174 kg,2.52,621.6,45175
13032 kg,2.52,596.8,45177
12261 kg,0.85,632.0,45178
13532 kg,1.65,548.0,45180
17622 kg,1.44,617.6,45190
13524 kg,1.68,481.6,45192
13473 kg,--,551.2,45197
13681 kg,1.82,597.6,45211
19773 kg,0.8,471.2,45214
13519 kg,1.55,624.0,45219
15862 kg,--,584.0,45222
19875 kg,0.57,410.4,45231
11543 kg,1.37,599.2,45234
13009 kg,--,553.6,45266
19344 kg,2.3,418.4,45272
15612 kg,0.65,510.4,45276
15262 kg,2.07,519.2,45279
11884 kg,0.59,416.0,45282
19323 kg,2.54,556.0,45284
18491 kg,0.9,521.6,45294
15748 kg,0.88,578.4,45310
13674 kg,1.98,560.0,45311
14349 kg,1.81,496.8,45312
13157 kg,1.96,635.2,45325
18624 kg,2.08,566.4,45326
14684 kg,2.34,545.6,45332
20217 kg,1.08,506.4,45334
14661 kg,1.37,619.2,45342
15418 kg,--,416.8,45344
20362 kg,2.78,599.2,45353
13988 kg,2.73,433.6,45355
20390 kg,1.7,420.8,45359
16390 kg,0.45,485.6,45368
16995 kg,0.81,472.0,45370
13295 kg,1.26,603.2,45371
17549 kg,1.24,584.0,45374
18637 kg,1.25,492.0,45375
12742 kg,0.89,546.4,45384
15696 kg,--,409.6,45385
20276 kg,1.16,545.6,45403
15827 kg,0.66,500.8,45409
14628 kg,0.98,622.4,45422
15805 kg,2.65,628.8,45426
17403 kg,1.04,583.2,45435
11972 kg,1.22,602.4,45443
16402 kg,2.57,432.0,45450
12005 kg,2.02,428.8,45456
19505 kg,1.14,483.2,45457
17607 kg,1.38,492.0,45461
13999 kg,2.05,567.2,45462
16542 kg,0.88,633.6,45468
13762 kg,0.84,543.2,45469
11960 kg,--,572.8,45475
11812 kg,1.88,571.2,45477
17434 kg,2.36,631.2,45478
15629 kg,2.81,432.8,45487
17626 kg,1.21,411.2,45489
12613 kg,1.68,576.0,45495
16249 kg,2.33,454.4,45500
14258 kg,1.46,419.2,45503
14058 kg,2.05,405.6,45514
12974 kg,--,593.6,45517
15610 kg,1.37,567.2,45535
15376 kg,0.74,584.8,45544
17869 kg,2.68,556.8,45546
17391 kg,1.23,415.2,45549
19664 kg,2.19,414.4,45550
14351 kg,1.71,537.6,45556
15125 kg,2.22,631.2,45558
13665 kg,1.25,602.4,45559
19159 kg,0.68,514.4,45561
19160 kg,0.72,600.8,45569
11523 kg,2.99,476.0,45573
13510 kg,1.32,574.4,45576
13246 kg,1.47,540.0,45582
13015 kg,2.22,539.2,45586
19895 kg,0.76,478.4,45589
13299 kg,1.07,433.6,45590
15526 kg,--,527.2,45603
12783 kg,0.74,516.8,45607
15658 kg,1.64,569.6,45608
11370 kg,2.53,457.6,45611
11572 kg,--,640.0,45616
17275 kg,2.85,465.6,45623
17557 kg,2.04,408.0,45626
17725 kg,2.73,580.0,45628
12595 kg,1.0,620.0,45631
18765 kg,0.88,514.4,45638
11930 kg,1.22,449.6,45644
17758 kg,1.05,503.2,45645
12943 kg,1.76,404.8,45656
14171 kg,2.4,413.6,45660
12769 kg,0.94,441.6,45670
11929 kg,2.19,611.2,45693
19390 kg,--,556.8,45699
17484 kg,2.57,501.6,45708
16931 kg,1.59,463.2,45717
16971 kg,1.1,400.8,45720
13895 kg,0.44,444.8,45721
15712 kg,2.96,507.2,45728
14946 kg,0.42,464.0,45752
15261 kg,2.87,546.4,45753
15173 kg,1.67,527.2,45767
14712 kg,2.73,483.2,45781
13977 kg,2.09,579.2,45786
17285 kg,2.03,432.0,45795
15047 kg,0.75,540.0,45802
15221 kg,2.06,404.0,45804
14093 kg,1.21,565.6,45810
16209 kg,1.42,418.4,45818
18695 kg,--,470.4,45821
18953 kg,1.0,580.0,45822
19983 kg,1.99,468.0,45827
14648 kg,--,479.2,45828
19734 kg,2.36,442.4,45829
16582 kg,0.55,559.2,45834
11905 kg,1.93,418.4,45841
15008 kg,2.65,628.0,45857
11485 kg,1.04,605.6,45858
15843 kg,0.56,559.2,45859
11494 kg,2.23,622.4,45866
12793 kg,2.73,593.6,45870
17005 kg,--,580.8,45883
18467 kg,1.67,632.8,45884
13898 kg,1.2,468.0,45887
16142 kg,1.7,459.2,45897
12773 kg,--,608.0,45898
12086 kg,1.26,466.4,45903
19904 kg,1.03,530.4,45915
20309 kg,1.27,630.4,45926
13753 kg,2.86,498.4,45928
17053 kg,--,584.8,45929
20325 kg,2.09,518.4,45931
18045 kg,2.72,606.4,45935
13174 kg,--,606.4,45937
17557 kg,0.42,520.0,45939
11909 kg,0.72,507.2,45942
19182 kg,2.88,476.0,45951
15178 kg,1.74,613.6,45958
14842 kg,1.78,424.8,45960
14188 kg,2.19,432.8,45968
15206 kg,2.79,519.2,45970
17207 kg,2.95,568.8,45977
15298 kg,0.55,401.6,45980
13029 kg,2.6,460.0,45986
19191 kg,0.67,620.8,45992
14153 kg,1.25,628.8,45993
15488 kg,1.21,508.0,45996
13100 kg,--,414.4,45997
15749 kg,1.93,426.4,46007
19737 kg,1.33,542.4,46019
15754 kg,0.61,574.4,46031
13995 kg,0.46,509.6,46039
18952 kg,1.17,473.6,46043
13953 kg,2.6,540.8,46046
12610 kg,1.88,408.8,46047
13423 kg,2.49,413.6,46050
12248 kg,0.76,609.6,46087
19475 kg,0.93,448.8,46108
18077 kg,2.03,575.2,46114
19215 kg,0.62,435.2,46121
17575 kg,2.17,611.2,46123
15216 kg,0.77,596.0,46131
18394 kg,2.35,559.2,46142
16278 kg,2.55,620.0,46155
17044 kg,1.53,446.4,46157
13367 kg,1.38,401.6,46158
18125 kg,2.2,518.4,46159
14761 kg,0.64,418.4,46166
13455 kg,2.75,500.8,46167
14446 kg,2.35,596.0,46172
12532 kg,1.52,494.4,46188
19823 kg,2.02,536.8,46189
18747 kg,1.09,590.4,46191
13820 kg,2.11,612.0,46195
19357 kg,2.52,412.0,46196
20362 kg,0.5,592.8,46200
19105 kg,2.73,527.2,46206
18937 kg,0.4,411.2,46213
17310 kg,0.96,478.4,46220
19461 kg,0.65,455.2,46222
17842 kg,2.84,610.4,46225
13249 kg,2.18,629.6,46227
19935 kg,2.22,412.0,46245
13006 kg,2.73,614.4,46248
13078 kg,--,431.2,46253
17417 kg,0.72,607.2,46254
18648 kg,0.69,560.0,46257
11852 kg,1.81,428.8,46259
16172 kg,0.52,638.4,46261
18166 kg,2.73,455.2,46271
18517 kg,1.96,405.6,46273
12532 kg,0.99,504.0,46279
17956 kg,2.92,568.8,46285
18038 kg,--,566.4,46296
12350 kg,0.99,554.4,46299
18502 kg,2.32,562.4,46301
18845 kg,0.78,619.2,46306
14288 kg,1.09,544.8,46311
17772 kg,2.41,569.6,46334
17043 kg,1.81,469.6,46336
14720 kg,2.18,503.2,46346
14525 kg,1.15,534.4,46352
17137 kg,--,625.6,46353
19665 kg,0.63,618.4,46357
19240 kg,2.01,535.2,46361
19055 kg,2.83,492.8,46368
18382 kg,1.83,523.2,46374
13085 kg,0.87,552.0,46378
14272 kg,1.12,502.4,46384
19957 kg,1.98,608.0,46386
18436 kg,--,579.2,46395
14969 kg,2.56,534.4,46409
18348 kg,1.26,639.2,46412
19178 kg,0.72,628.8,46413
11574 kg,0.78,432.8,46418
19747 kg,--,460.0,46422
18360 kg,2.71,618.4,46423
13690 kg,2.7,594.4,46428
19778 kg,1.69,512.0,46430
12173 kg,1.42,585.6,46435
13220 kg,--,613.6,46441
18153 kg,1.88,487.2,46447
16541 kg,2.42,520.8,46448
13087 kg,1.51,493.6,46449
11713 kg,2.68,533.6,46461
15569 kg,2.21,423.2,46469
11363 kg,0.63,603.2,46471
18673 kg,1.35,449.6,46475
20081 kg,2.64,503.2,46493
14953 kg,2.81,501.6,46495
17588 kg,0.88,417.6,46496
11934 kg,2.34,445.6,46498
16323 kg,0.9,568.0,46502
15015 kg,2.34,548.0,46509
19891 kg,1.14,407.2,46523
11550 kg,1.9,610.4,46529
14406 kg,1.83,566.4,46537
13225 kg,0.57,626.4,46551
13456 kg,2.84,484.0,46558
19830 kg,1.69,608.0,46561
15125 kg,2.15,431.2,46569
17473 kg,2.53,627.2,46572
12530 kg,2.91,453.6,46575
18219 kg,2.1,494.4,46577
14649 kg,--,420.8,46586
16097 kg,2.87,447.2,46594
16996 kg,0.41,571.2,46597
16295 kg,0.55,464.0,46599
15545 kg,2.76,475.2,46601
12609 kg,0.73,433.6,46603
12897 kg,--,406.4,46608
11369 kg,--,636.0,46613
19629 kg,1.65,548.8,46614
16604 kg,0.69,509.6,46623
13428 kg,--,456.8,46636
13865 kg,2.48,509.6,46639
18524 kg,--,530.4,46648
16010 kg,0.59,600.8,46651
19208 kg,2.44,497.6,46661
18820 kg,0.97,556.0,46672
16126 kg,2.03,599.2,46675
13147 kg,--,406.4,46699
19162 kg,2.77,494.4,46704
19700 kg,2.9,464.0,46708
13526 kg,2.03,542.4,46716
11715 kg,0.62,532.0,46732
15218 kg,2.6,575.2,46734
12823 kg,--,498.4,46737
12381 kg,2.87,445.6,46740
15279 kg,--,450.4,46744
19229 kg,0.46,462.4,46745
18634 kg,2.21,598.4,46747
19842 kg,1.23,565.6,46751
11646 kg,0.5,588.8,46753
19131 kg,1.45,626.4,46756
11642 kg,2.04,588.0,46759
19116 kg,2.82,526.4,46761
17132 kg,0.66,480.0,46777
17358 kg,--,625.6,46805
18418 kg,1.07,404.8,46823
18180 kg,0.51,586.4,46824
17999 kg,1.33,617.6,46828
18002 kg,1.99,635.2,46835
16693 kg,1.95,535.2,46841
12867 kg,--,408.8,46849
13796 kg,1.36,403.2,46850
18744 kg,1.98,551.2,46852
19675 kg,1.72,544.0,46858
11909 kg,2.16,564.0,46860
17031 kg,0.64,606.4,46861
15714 kg,--,477.6,46865
12295 kg,0.94,487.2,46869
13101 kg,--,484.8,46873
15708 kg,1.44,410.4,46874
15291 kg,0.94,632.8,46879
16992 kg,3.0,424.0,46882
15135 kg,1.18,488.0,46883
16351 kg,1.65,616.0,46885
15238 kg,2.18,546.4,46887
15956 kg,1.1,400.8,46889
14732 kg,0.68,577.6,46897
16096 kg,0.65,429.6,46909
12914 kg,1.98,496.0,46918
18612 kg,--,400.8,46919
18392 kg,2.25,404.0,46920
19390 kg,1.09,612.8,46921
14153 kg,2.21,511.2,46932
19489 kg,2.94,455.2,46934
14802 kg,1.66,475.2,46941
19123 kg,2.11,470.4,46943
14013 kg,0.55,620.8,46955
20166 kg,1.27,619.2,46957
19639 kg,0.67,580.8,46958
19216 kg,1.39,496.8,46962
15370 kg,2.99,404.0,46963
11899 kg,2.7,521.6,46964
13609 kg,0.5,567.2,46967
18943 kg,1.95,494.4,46973
18642 kg,2.6,405.6,46979
11567 kg,0.71,572.0,46981
12514 kg,0.81,556.0,46982
15329 kg,1.16,573.6,46990
19343 kg,0.53,590.4,46994
15512 kg,1.8,516.8,46996
12918 kg,1.49,500.8,46999
20357 kg,2.41,552.0,47005
16431 kg,0.53,444.0,47022
17044 kg,0.81,404.8,47023
18863 kg,1.65,470.4,47028
16325 kg,1.8,432.0,47035
18935 kg,0.5,624.0,47047
19009 kg,--,532.0,47049
15888 kg,2.85,624.0,47051
18286 kg,2.36,471.2,47055
11771 kg,1.23,560.8,47058
17031 kg,2.37,626.4,47086
19813 kg,1.54,596.8,47093
12923 kg,2.51,600.8,47095
14151 kg,1.57,628.0,47098
18434 kg,1.85,581.6,47099
14806 kg,--,617.6,47105
15197 kg,0.88,504.0,47110
15890 kg,1.06,440.0,47112
17537 kg,0.49,480.0,47114
13825 kg,--,489.6,47116
17640 kg,0.85,403.2,47120
16837 kg,--,627.2,47122
13970 kg,--,505.6,47127
19487 kg,--,623.2,47130
13423 kg,2.67,515.2,47133
18271 kg,2.66,590.4,47141
17130 kg,0.54,482.4,47147
20168 kg,2.52,496.8,47153
17590 kg,1.0,443.2,47155
17505 kg,1.66,535.2,47159
17276 kg,1.96,572.0,47163
12319 kg,2.24,515.2,47166
17146 kg,2.05,508.8,47168
17656 kg,2.95,632.0,47172
12087 kg,1.8,449.6,47175
12031 kg,0.91,521.6,47178
15374 kg,1.47,400.8,47183
19653 kg,1.24,610.4,47188
15460 kg,1.69,501.6,47189
12503 kg,--,404.0,47204
19684 kg,--,452.0,47206
18258 kg,1.74,463.2,47210
18192 kg,2.38,518.4,47226
20194 kg,1.67,519.2,47235
18039 kg,2.29,515.2,47241
14763 kg,1.71,513.6,47248
13596 kg,0.55,581.6,47250
11988 kg,--,635.2,47252
15438 kg,0.42,437.6,47254
14343 kg,2.78,467.2,47261
13337 kg,1.76,620.0,47284
17411 kg,--,498.4,47298
14399 kg,--,600.0,47299
16061 kg,--,536.0,47302
14857 kg,0.68,608.8,47312
20225 kg,0.78,400.8,47313
14882 kg,1.15,621.6,47316
20297 kg,--,556.0,47331
12454 kg,0.77,454.4,47343
18111 kg,2.82,446.4,47346
11857 kg,--,616.0,47348
12123 kg,1.97,501.6,47357
18011 kg,2.7,416.8,47363
12908 kg,1.89,572.8,47367
17023 kg,0.99,616.0,47368
17582 kg,1.73,488.0,47374
16866 kg,1.78,560.0,47375
12683 kg,0.91,556.8,47376
20389 kg,0.68,452.0,47381
15739 kg,0.54,637.6,47389
15524 kg,2.38,566.4,47391
12867 kg,1.18,400.8,47393
16774 kg,2.26,557.6,47400
12185 kg,0.82,485.6,47407
14118 kg,2.05,598.4,47411
16480 kg,--,435.2,47415
18012 kg,1.36,507.2,47419
15321 kg,--,633.6,47425
12214 kg,1.18,477.6,47427
17186 kg,2.0,532.0,47431
14742 kg,0.72,576.0,47444
20091 kg,--,522.4,47445
13908 kg,1.64,584.8,47452
13544 kg,2.98,584.8,47453
14024 kg,0.61,561.6,47467
11429 kg,2.54,442.4,47474
20100 kg,1.44,604.0,47490
14722 kg,2.2,632.0,47491
11400 kg,--,437.6,47492
14811 kg,0.91,413.6,47498
15574 kg,1.94,530.4,47502
16351 kg,2.01,527.2,47524
12629 kg,0.84,534.4,47529
18137 kg,1.11,637.6,47530
11745 kg,2.21,526.4,47531
15269 kg,2.66,411.2,47534
16161 kg,--,494.4,47542
13453 kg,1.25,413.6,47554
13473 kg,0.6,615.2,47559
16466 kg,--,504.8,47562
11955 kg,2.57,458.4,47566
19845 kg,2.74,550.4,47588
20283 kg,1.86,408.0,47593
14786 kg,1.35,585.6,47603
18903 kg,--,420.0,47608
12166 kg,0.8,451.2,47610
19507 kg,0.82,605.6,47615
11979 kg,1.16,531.2,47623
18233 kg,1.34,598.4,47627
13169 kg,0.51,617.6,47629
16055 kg,1.78,567.2,47630
12100 kg,1.52,568.0,47638
17613 kg,2.59,462.4,47644
16510 kg,1.89,460.8,47648
18277 kg,1.27,439.2,47649
18089 kg,2.49,489.6,47652
20239 kg,1.73,607.2,47659
18824 kg,2.35,560.8,47675
17262 kg,2.01,420.0,47677
13021 kg,2.63,416.0,47689
15408 kg,1.18,528.8,47694
11505 kg,1.22,609.6,47719
16474 kg,1.63,442.4,47720
19476 kg,2.74,616.0,47726
18028 kg,2.76,404.0,47730
19622 kg,1.73,561.6,47733
17482 kg,2.17,453.6,47744
17223 kg,2.33,418.4,47747
18458 kg,0.51,422.4,47763
14603 kg,2.86,531.2,47766
17106 kg,1.93,490.4,47767
19939 kg,0.4,513.6,47778
17411 kg,1.27,400.8,47792
17171 kg,0.54,557.6,47801
20122 kg,0.7,417.6,47802
19948 kg,0.44,528.8,47803
18461 kg,2.99,434.4,47804
13486 kg,0.59,545.6,47805
18050 kg,2.93,404.8,47809
13603 kg,1.51,600.8,47812
12863 kg,2.54,497.6,47815
12924 kg,0.97,608.8,47816
13537 kg,2.15,633.6,47823
13699 kg,1.91,611.2,47826
11623 kg,1.34,530.4,47833
16414 kg,1.12,601.6,47838
11404 kg,0.71,512.8,47841
19042 kg,0.86,580.8,47847
13637 kg,2.0,476.8,47848
11608 kg,1.37,616.8,47852
14716 kg,1.2,435.2,47853
17235 kg,2.67,599.2,47855
15930 kg,1.86,448.8,47859
12339 kg,2.67,572.0,47860
17915 kg,--,436.0,47861
13526 kg,1.02,576.0,47862
11474 kg,1.14,591.2,47864
18559 kg,2.17,568.8,47880
18257 kg,2.42,454.4,47881
16767 kg,0.58,428.0,47882
12214 kg,--,410.4,47884
15496 kg,2.36,510.4,47889
13721 kg,0.45,416.8,47890
16477 kg,2.54,457.6,47893
14597 kg,--,476.0,47895
16841 kg,0.89,485.6,47897
19828 kg,1.91,580.0,47898
19519 kg,1.7,488.8,47907
15168 kg,1.92,528.0,47913
11655 kg,2.02,519.2,47927
19532 kg,1.53,597.6,47928
19209 kg,--,544.8,47931
13657 kg,1.03,449.6,47932
14444 kg,1.19,444.8,47934
18615 kg,1.92,621.6,47940
17161 kg,1.34,508.8,47946
12967 kg,1.38,630.4,47950
16512 kg,1.59,462.4,47951
19156 kg,--,472.0,47952
18131 kg,1.43,567.2,47961
20193 kg,1.99,541.6,47970
15129 kg,2.91,457.6,47976
13107 kg,--,431.2,47977
17518 kg,0.48,485.6,47985
13259 kg,2.64,403.2,47988
14622 kg,0.53,410.4,47999
17354 kg,1.27,588.0,48000
14650 kg,1.89,409.6,48002
14129 kg,2.05,629.6,48010
13344 kg,0.76,422.4,48016
20008 kg,0.62,581.6,48021
18153 kg,1.11,428.0,48027
18303 kg,2.86,589.6,48028
16903 kg,2.54,508.0,48029
15209 kg,1.71,463.2,48030
16330 kg,1.78,608.8,48032
19679 kg,0.69,521.6,48037
19040 kg,1.34,432.8,48048
19443 kg,1.05,549.6,48050
17774 kg,--,592.8,48053
16906 kg,1.56,503.2,48073
15741 kg,1.11,484.8,48075
13595 kg,0.78,551.2,48097
12547 kg,1.2,599.2,48099
17069 kg,2.17,427.2,48105
17050 kg,2.72,430.4,48110
